,Year,Projected Adjusted Sea Level (in),Projected Global Surface Temperature Anomaly (celsius),Projected Greenland Ice Mass Change (billion metric tons),Projected Global CO2 Emissions (billion metric tons)
357,2380,51.95284222363622,5.122481999999998,-66795.10000000003,248.63619999999992
358,2381,52.070613937389055,5.134190899999997,-66970.495,249.22118999999998
359,2382,52.188385651141864,5.145899799999999,-67145.89000000001,249.8061799999998
360,2383,52.30615736489471,5.157608699999997,-67321.28500000003,250.39116999999987
361,2384,52.42392907864755,5.169317599999996,-67496.68000000005,250.97615999999994
362,2385,52.541700792400384,5.181026499999998,-67672.07500000001,251.56115
363,2386,52.65947250615319,5.192735399999997,-67847.47000000003,252.14613999999983
364,2387,52.77724421990604,5.204444299999999,-68022.86500000005,252.7311299999999
365,2388,52.895015933658875,5.216153199999997,-68198.26000000001,253.31611999999996
366,2389,53.01278764741172,5.227862099999996,-68373.65500000003,253.90111000000002
367,2390,53.13055936116453,5.239570999999998,-68549.05000000005,254.48609999999985
368,2391,53.24833107491737,5.251279899999997,-68724.445,255.0710899999999
369,2392,53.366102788670204,5.262988799999999,-68899.84000000003,255.65607999999997
370,2393,53.48387450242305,5.274697699999997,-69075.23500000004,256.24107000000004
371,2394,53.60164621617585,5.286406599999996,-69250.63,256.82605999999987
372,2395,53.719417929928696,5.298115499999998,-69426.02500000002,257.41104999999993
373,2396,53.83718964368154,5.309824399999997,-69601.42000000004,257.99604
374,2397,53.95496135743434,5.321533299999999,-69776.815,258.5810299999998
375,2398,54.07273307118719,5.333242199999997,-69952.21000000002,259.1660199999999
376,2399,54.19050478494003,5.344951099999996,-70127.60500000004,259.75100999999995
377,2400,54.30827649869286,5.356659999999998,-70303.0,260.336
378,2401,54.42604821244568,5.368368899999997,-70478.39500000002,260.92098999999985
379,2402,54.543819926198516,5.380077799999999,-70653.79000000004,261.5059799999999
380,2403,54.661591639951354,5.391786699999997,-70829.185,262.09096999999997
381,2404,54.7793633537042,5.403495599999996,-71004.58000000002,262.67596000000003
382,2405,54.89713506745701,5.415204499999998,-71179.97500000003,263.26094999999987
383,2406,55.01490678120985,5.426913399999997,-71355.37000000005,263.8459399999999
384,2407,55.13267849496269,5.438622299999999,-71530.76500000001,264.43093
385,2408,55.2504502087155,5.450331199999997,-71706.16000000003,265.0159199999998
386,2409,55.36822192246834,5.462040099999996,-71881.55500000005,265.6009099999999
387,2410,55.485993636221174,5.473748999999998,-72056.95000000001,266.18589999999995
388,2411,55.60376534997402,5.485457899999997,-72232.34500000003,266.77089
389,2412,55.72153706372683,5.497166799999999,-72407.74000000005,267.35587999999984
390,2413,55.839308777479665,5.508875699999997,-72583.13500000001,267.9408699999999
391,2414,55.95708049123251,5.520584599999996,-72758.53000000003,268.52585999999997
392,2415,56.07485220498535,5.532293499999998,-72933.92500000005,269.11085
393,2416,56.19262391873816,5.5440023999999966,-73109.32,269.69583999999986
394,2417,56.310395632490994,5.555711299999999,-73284.71500000003,270.2808299999999
395,2418,56.428167346243846,5.567420199999997,-73460.11000000004,270.86582
396,2419,56.54593905999664,5.579129099999996,-73635.505,271.4508099999998
397,2420,56.663710773749486,5.590837999999998,-73810.90000000002,272.0357999999999
398,2421,56.78148248750233,5.6025468999999966,-73986.29500000004,272.62078999999994
399,2422,56.89925420125517,5.614255799999999,-74161.69,273.20578
400,2423,57.01702591500798,5.625964699999997,-74337.08500000002,273.79076999999984
401,2424,57.13479762876082,5.637673599999996,-74512.48000000004,274.3757599999999
402,2425,57.25256934251365,5.649382499999998,-74687.875,274.96074999999996
403,2426,57.3703410562665,5.6610913999999966,-74863.27000000002,275.54574
404,2427,57.488112770019306,5.672800299999999,-75038.66500000004,276.13072999999986
405,2428,57.605884483772144,5.684509199999997,-75214.06,276.7157199999999
406,2429,57.72365619752499,5.696218099999996,-75389.45500000002,277.30071
407,2430,57.8414279112778,5.707926999999998,-75564.85000000003,277.8856999999998
408,2431,57.95919962503064,5.7196358999999966,-75740.24500000005,278.4706899999999
409,2432,58.07697133878347,5.731344799999999,-75915.64000000001,279.05567999999994
410,2433,58.19474305253632,5.743053699999997,-76091.03500000003,279.64067
411,2434,58.31251476628913,5.754762599999996,-76266.43000000005,280.22565999999983
412,2435,58.430286480041964,5.766471499999998,-76441.82500000001,280.8106499999999
413,2436,58.54805819379481,5.7781803999999966,-76617.22000000003,281.39563999999996
414,2437,58.66582990754765,5.789889299999999,-76792.61500000005,281.98063
415,2438,58.783601621300456,5.801598199999997,-76968.01000000001,282.56561999999985
416,2439,58.9013733350533,5.813307099999996,-77143.40500000003,283.1506099999999
417,2440,59.019145048806145,5.825015999999998,-77318.80000000005,283.7356
418,2441,59.13691676255895,5.8367248999999966,-77494.195,284.3205899999998
419,2442,59.254688476311784,5.848433799999999,-77669.59000000003,284.9055799999999
420,2443,59.37246019006463,5.860142699999997,-77844.98500000004,285.49056999999993
421,2444,59.49023190381747,5.871851599999996,-78020.38,286.07556
422,2445,59.608003617570276,5.883560499999998,-78195.77500000002,286.66054999999983
423,2446,59.72577533132312,5.8952693999999966,-78371.17000000004,287.2455399999999
424,2447,59.84354704507596,5.906978299999999,-78546.565,287.83052999999995
425,2448,59.961318758828796,5.918687199999997,-78721.96000000002,288.41552
426,2449,60.07909047258162,5.930396099999996,-78897.35500000004,289.00050999999985
427,2450,60.19686218633444,5.942104999999998,-79072.75,289.5854999999999
428,2451,60.31463390008729,5.9538138999999966,-79248.14500000002,290.17049
429,2452,60.43240561384014,5.965522799999999,-79423.54000000004,290.75548000000003
430,2453,60.550177327592934,5.977231699999997,-79598.935,291.34046999999987
431,2454,60.66794904134578,5.988940599999996,-79774.33000000002,291.92545999999993
432,2455,60.78572075509862,6.000649499999998,-79949.72500000003,292.51045
433,2456,60.90349246885143,6.0123583999999965,-80125.12000000005,293.0954399999998
434,2457,61.02126418260426,6.024067299999999,-80300.51500000001,293.6804299999999
435,2458,61.13903589635711,6.035776199999997,-80475.91000000003,294.26541999999995
436,2459,61.25680761010995,6.047485099999996,-80651.30500000005,294.85041
437,2460,61.374579323862754,6.059193999999998,-80826.70000000001,295.43539999999985
438,2461,61.4923510376156,6.0709028999999965,-81002.09500000003,296.0203899999999
439,2462,61.61012275136844,6.082611799999999,-81177.49000000005,296.60537999999997
440,2463,61.727894465121274,6.094320699999997,-81352.88500000001,297.19037000000003
441,2464,61.84566617887409,6.106029599999996,-81528.28000000003,297.77535999999986
442,2465,61.963437892626935,6.117738499999998,-81703.67500000005,298.3603499999999
443,2466,62.081209606379765,6.1294473999999965,-81879.07,298.94534
444,2467,62.198981320132575,6.141156299999999,-82054.46500000003,299.5303299999998
445,2468,62.316753033885426,6.152865199999997,-82229.86000000004,300.1153199999999
446,2469,62.43452474763826,6.164574099999996,-82405.255,300.70030999999994
447,2470,62.5522964613911,6.176282999999998,-82580.65000000002,301.2853
448,2471,62.67006817514392,6.1879918999999965,-82756.04500000004,301.87028999999984
449,2472,62.78783988889675,6.199700799999999,-82931.44,302.4552799999999
450,2473,62.905611602649586,6.211409699999997,-83106.83500000002,303.04026999999996
451,2474,63.02338331640243,6.223118599999996,-83282.23000000004,303.62526
452,2475,63.14115503015523,6.234827499999998,-83457.625,304.21024999999986
453,2476,63.25892674390808,6.2465363999999965,-83633.02000000002,304.7952399999999
454,2477,63.37669845766093,6.258245299999999,-83808.41500000004,305.38023
455,2478,63.494470171413724,6.269954199999997,-83983.81,305.9652199999998
456,2479,63.61224188516657,6.281663099999996,-84159.20500000002,306.5502099999999
457,2480,63.730013598919406,6.293371999999998,-84334.60000000003,307.13519999999994
458,2481,63.84778531267225,6.3050808999999965,-84509.99500000005,307.72019
459,2482,63.96555702642505,6.316789799999999,-84685.39000000001,308.30517999999984
460,2483,64.08332874017789,6.328498699999997,-84860.78500000003,308.8901699999999
461,2484,64.20110045393074,6.340207599999996,-85036.18000000005,309.47515999999996
462,2485,64.31887216768358,6.351916499999998,-85211.57500000001,310.06015
463,2486,64.43664388143638,6.3636253999999965,-85386.97000000003,310.64513999999986
464,2487,64.55441559518923,6.375334299999999,-85562.36500000005,311.2301299999999
465,2488,64.67218730894206,6.387043199999997,-85737.76000000001,311.81512
466,2489,64.78995902269487,6.398752099999996,-85913.15500000003,312.4001099999998
467,2490,64.90773073644772,6.410460999999998,-86088.55000000005,312.9850999999999
468,2491,65.02550245020055,6.4221698999999965,-86263.945,313.57008999999994
469,2492,65.1432741639534,6.433878799999999,-86439.34000000003,314.15508
470,2493,65.26104587770621,6.445587699999997,-86614.73500000004,314.74006999999983
471,2494,65.37881759145904,6.457296599999996,-86790.13,315.3250599999999
472,2495,65.49658930521188,6.469005499999998,-86965.52500000002,315.91004999999996
473,2496,65.61436101896473,6.4807143999999965,-87140.92000000004,316.49504
474,2497,65.73213273271753,6.492423299999999,-87316.315,317.08002999999985
475,2498,65.84990444647038,6.504132199999997,-87491.71000000002,317.6650199999999
476,2499,65.96767616022322,6.515841099999996,-87667.10500000004,318.25001
477,2500,66.08544787397605,6.527549999999998,-87842.5,318.83500000000004
478,2501,66.20321958772887,6.5392588999999965,-88017.89500000002,319.41998999999987
479,2502,66.32099130148171,6.550967799999999,-88193.29000000004,320.00497999999993
480,2503,66.43876301523454,6.562676699999997,-88368.685,320.58997
481,2504,66.55653472898736,6.574385599999996,-88544.08000000002,321.1749599999998
482,2505,66.67430644274019,6.586094499999998,-88719.47500000003,321.7599499999999
483,2506,66.79207815649303,6.5978033999999965,-88894.87000000005,322.34493999999995
484,2507,66.90984987024588,6.609512299999999,-89070.26500000001,322.92993
485,2508,67.02762158399868,6.621221199999997,-89245.66000000003,323.51491999999985
486,2509,67.14539329775153,6.632930099999996,-89421.05500000005,324.0999099999999
487,2510,67.26316501150437,6.644638999999998,-89596.45000000001,324.68489999999997
488,2511,67.3809367252572,6.6563478999999965,-89771.84500000003,325.26989000000003
489,2512,67.49870843901002,6.668056799999999,-89947.24000000005,325.85487999999987
490,2513,67.61648015276285,6.679765699999997,-90122.63500000001,326.4398699999999
491,2514,67.73425186651569,6.691474599999996,-90298.03000000003,327.02486
492,2515,67.85202358026851,6.703183499999998,-90473.42500000005,327.6098499999998
493,2516,67.96979529402134,6.7148923999999965,-90648.82,328.1948399999999
494,2517,68.08756700777418,6.726601299999999,-90824.21500000003,328.77982999999995
495,2518,68.20533872152703,6.738310199999997,-90999.61000000004,329.36482
496,2519,68.32311043527983,6.750019099999996,-91175.005,329.94980999999984
497,2520,68.44088214903267,6.761727999999998,-91350.40000000002,330.5347999999999
498,2521,68.55865386278552,6.7734368999999965,-91525.79500000004,331.11978999999997
499,2522,68.67642557653835,6.785145799999999,-91701.19,331.70478
500,2523,68.79419729029117,6.796854699999997,-91876.58500000002,332.28976999999986
501,2524,68.91196900404401,6.808563599999996,-92051.98000000004,332.8747599999999
502,2525,69.02974071779684,6.820272499999998,-92227.375,333.45975
503,2526,69.14751243154966,6.8319813999999965,-92402.77000000002,334.0447399999998
504,2527,69.2652841453025,6.843690299999999,-92578.16500000004,334.6297299999999
505,2528,69.38305585905532,6.855399199999997,-92753.56,335.21471999999994
506,2529,69.50082757280818,6.867108099999996,-92928.95500000002,335.79971
507,2530,69.61859928656098,6.878816999999998,-93104.35000000003,336.38469999999984
508,2531,69.73637100031382,6.8905258999999965,-93279.74500000005,336.9696899999999
509,2532,69.85414271406667,6.902234799999999,-93455.14000000001,337.55467999999996
510,2533,69.97191442781951,6.913943699999997,-93630.53500000003,338.13967
511,2534,70.08968614157232,6.925652599999996,-93805.93000000005,338.72465999999986
512,2535,70.20745785532516,6.937361499999998,-93981.32500000001,339.3096499999999
513,2536,70.32522956907799,6.9490703999999965,-94156.72000000003,339.89464
514,2537,70.4430012828308,6.960779299999999,-94332.11500000005,340.4796299999998
515,2538,70.56077299658364,6.972488199999997,-94507.51000000001,341.0646199999999
516,2539,70.67854471033648,6.984197099999996,-94682.90500000003,341.64960999999994
517,2540,70.79631642408933,6.995905999999998,-94858.30000000005,342.2346
518,2541,70.91408813784213,7.0076148999999965,-95033.695,342.81958999999983
519,2542,71.03185985159497,7.019323799999999,-95209.09000000003,343.4045799999999
520,2543,71.14963156534783,7.031032699999997,-95384.48500000004,343.98956999999996
521,2544,71.26740327910065,7.042741599999996,-95559.88,344.57456
522,2545,71.38517499285346,7.054450499999998,-95735.27500000002,345.15954999999985
523,2546,71.50294670660631,7.0661593999999965,-95910.67000000004,345.7445399999999
524,2547,71.62071842035914,7.077868299999999,-96086.065,346.32953
525,2548,71.73849013411198,7.089577199999997,-96261.46000000002,346.91452000000004
526,2549,71.8562618478648,7.101286099999996,-96436.85500000004,347.4995099999999
527,2550,71.97403356161763,7.112994999999998,-96612.25,348.08449999999993
528,2551,72.09180527537048,7.1247038999999965,-96787.64500000002,348.66949
529,2552,72.20957698912329,7.136412799999999,-96963.04000000004,349.25447999999983
530,2553,72.32734870287611,7.148121699999997,-97138.435,349.8394699999999
531,2554,72.44512041662897,7.159830599999996,-97313.83000000002,350.42445999999995
532,2555,72.56289213038181,7.171539499999998,-97489.22500000003,351.00945
533,2556,72.68066384413461,7.1832483999999965,-97664.62000000005,351.59443999999985
534,2557,72.79843555788746,7.194957299999999,-97840.01500000001,352.1794299999999
535,2558,72.9162072716403,7.206666199999997,-98015.41000000003,352.76442
536,2559,73.03397898539313,7.218375099999996,-98190.80500000005,353.34941000000003
537,2560,73.15175069914595,7.230083999999998,-98366.20000000001,353.93439999999987
538,2561,73.26952241289878,7.2417928999999965,-98541.59500000003,354.51938999999993
539,2562,73.38729412665164,7.253501799999999,-98716.99000000005,355.10438
540,2563,73.50506584040443,7.265210699999997,-98892.38500000001,355.6893699999998
541,2564,73.62283755415727,7.276919599999996,-99067.78000000003,356.2743599999999
542,2565,73.74060926791013,7.288628499999998,-99243.17500000005,356.85934999999995
543,2566,73.85838098166296,7.3003373999999965,-99418.57,357.44434
544,2567,73.97615269541576,7.312046299999999,-99593.96500000003,358.02932999999985
545,2568,74.09392440916862,7.323755199999997,-99769.36000000004,358.6143199999999
546,2569,74.21169612292144,7.335464099999996,-99944.755,359.19930999999997
547,2570,74.32946783667428,7.347172999999998,-100120.15000000002,359.78430000000003
548,2571,74.4472395504271,7.3588818999999965,-100295.54500000004,360.36928999999986
549,2572,74.56501126417993,7.370590799999999,-100470.94,360.9542799999999
550,2573,74.68278297793277,7.382299699999997,-100646.33500000002,361.53927
551,2574,74.80055469168559,7.394008599999996,-100821.73000000004,362.1242599999998
552,2575,74.91832640543842,7.405717499999998,-100997.125,362.7092499999999
553,2576,75.03609811919127,7.4174263999999965,-101172.52000000002,363.29423999999995
554,2577,75.15386983294411,7.429135299999999,-101347.91500000004,363.87923
555,2578,75.27164154669691,7.440844199999997,-101523.31,364.46421999999984
556,2579,75.38941326044976,7.452553099999996,-101698.70500000002,365.0492099999999
557,2580,75.5071849742026,7.464261999999998,-101874.10000000003,365.63419999999996
558,2581,75.62495668795545,7.4759708999999965,-102049.49500000005,366.21919
559,2582,75.74272840170825,7.487679799999999,-102224.89000000001,366.80417999999986
560,2583,75.8605001154611,7.499388699999997,-102400.28500000003,367.3891699999999
561,2584,75.97827182921394,7.511097599999996,-102575.68000000005,367.97416
562,2585,76.09604354296674,7.522806499999998,-102751.07500000001,368.5591499999998
563,2586,76.21381525671957,7.5345153999999965,-102926.47000000003,369.1441399999999
564,2587,76.33158697047243,7.546224299999999,-103101.86500000005,369.72912999999994
565,2588,76.44935868422526,7.557933199999997,-103277.26000000001,370.31412
566,2589,76.56713039797806,7.569642099999996,-103452.65500000003,370.89910999999984
567,2590,76.68490211173092,7.581350999999998,-103628.05000000005,371.4840999999999
568,2591,76.80267382548375,7.5930598999999965,-103803.445,372.06908999999996
569,2592,76.92044553923658,7.604768799999999,-103978.84000000003,372.65408
570,2593,77.03821725298941,7.616477699999997,-104154.23500000004,373.23906999999986
571,2594,77.15598896674223,7.628186599999996,-104329.63,373.8240599999999
572,2595,77.27376068049507,7.639895499999998,-104505.02500000002,374.40905
573,2596,77.39153239424789,7.6516043999999965,-104680.42000000004,374.9940399999998
574,2597,77.50930410800072,7.663313299999999,-104855.815,375.5790299999999
575,2598,77.62707582175356,7.675022199999997,-105031.21000000002,376.16401999999994
576,2599,77.74484753550641,7.686731099999996,-105206.60500000004,376.74901
577,2600,77.86261924925921,7.698439999999998,-105382.0,377.33399999999983
578,2601,77.98039096301206,7.7101488999999965,-105557.39500000002,377.9189899999999
579,2602,78.0981626767649,7.721857799999999,-105732.79000000004,378.50397999999996
580,2603,78.21593439051773,7.733566699999997,-105908.185,379.08897
581,2604,78.33370610427055,7.745275599999996,-106083.58000000002,379.67395999999985
582,2605,78.45147781802339,7.756984499999998,-106258.97500000003,380.2589499999999
583,2606,78.56924953177624,7.7686933999999965,-106434.37000000005,380.84394
584,2607,78.68702124552907,7.780402299999999,-106609.76500000001,381.42893000000004
585,2608,78.80479295928188,7.792111199999997,-106785.16000000003,382.01391999999987
586,2609,78.92256467303473,7.803820099999996,-106960.55500000005,382.59890999999993
587,2610,79.04033638678756,7.815528999999998,-107135.95000000001,383.1839
588,2611,79.15810810054036,7.8272378999999965,-107311.34500000003,383.76888999999983
589,2612,79.27587981429322,7.838946799999999,-107486.74000000005,384.3538799999999
590,2613,79.39365152804605,7.850655699999997,-107662.13500000001,384.93886999999995
591,2614,79.5114232417989,7.862364599999996,-107837.53000000003,385.52386
592,2615,79.62919495555171,7.874073499999998,-108012.92500000005,386.10884999999985
593,2616,79.74696666930454,7.8857823999999965,-108188.32,386.6938399999999
594,2617,79.86473838305737,7.897491299999999,-108363.71500000003,387.27882999999997
595,2618,79.98251009681022,7.909200199999997,-108539.11000000004,387.86382000000003
596,2619,80.10028181056302,7.920909099999996,-108714.505,388.44880999999987
597,2620,80.21805352431586,7.932617999999998,-108889.90000000002,389.0337999999999
598,2621,80.33582523806871,7.9443268999999965,-109065.29500000004,389.61879
599,2622,80.45359695182151,7.956035799999999,-109240.69,390.2037799999998
600,2623,80.57136866557435,7.967744699999997,-109416.08500000002,390.7887699999999
601,2624,80.68914037932721,7.979453599999996,-109591.48000000004,391.37375999999995
602,2625,80.80691209308003,7.991162499999998,-109766.875,391.95875
603,2626,80.92468380683285,8.002871399999997,-109942.27000000002,392.54373999999984
604,2627,81.04245552058569,8.014580299999999,-110117.66500000004,393.1287299999999
605,2628,81.16022723433854,8.026289199999997,-110293.06000000006,393.71371999999997
606,2629,81.27799894809137,8.037998099999996,-110468.45500000002,394.29871
607,2630,81.39577066184418,8.049706999999998,-110643.85000000003,394.88369999999986
608,2631,81.51354237559703,8.061415899999997,-110819.24500000005,395.4686899999999
609,2632,81.63131408934986,8.073124799999999,-110994.64000000001,396.05368
610,2633,81.74908580310267,8.084833699999997,-111170.03500000003,396.6386699999998
611,2634,81.86685751685552,8.096542599999996,-111345.43000000005,397.2236599999999
612,2635,81.98462923060835,8.108251499999998,-111520.82500000001,397.80864999999994
613,2636,82.1024009443612,8.119960399999997,-111696.22000000003,398.39364
614,2637,82.22017265811401,8.131669299999999,-111871.61500000005,398.97862999999984
615,2638,82.33794437186684,8.143378199999997,-112047.01000000001,399.5636199999999
616,2639,82.45571608561968,8.155087099999996,-112222.40500000003,400.14860999999996
617,2640,82.57348779937253,8.166795999999998,-112397.80000000005,400.7336
618,2641,82.69125951312533,8.178504899999997,-112573.195,401.31858999999986
619,2642,82.80903122687816,8.190213799999999,-112748.59000000003,401.9035799999999
620,2643,82.92680294063102,8.201922699999997,-112923.98500000004,402.48857
621,2644,83.04457465438381,8.213631599999996,-113099.38,403.0735599999998
622,2645,83.16234636813665,8.225340499999998,-113274.77500000002,403.6585499999999
623,2646,83.28011808188951,8.237049399999997,-113450.17000000004,404.24353999999994
624,2647,83.39788979564234,8.248758299999999,-113625.565,404.82853
625,2648,83.51566150939514,8.260467199999997,-113800.96000000002,405.41351999999983
626,2649,83.63343322314799,8.272176099999996,-113976.35500000004,405.9985099999999
627,2650,83.75120493690082,8.283884999999998,-114151.75,406.58349999999996
628,2651,83.86897665065366,8.295593899999997,-114327.14500000002,407.16849
629,2652,83.98674836440648,8.307302799999999,-114502.54000000004,407.75347999999985
630,2653,84.10452007815933,8.319011699999997,-114677.93500000006,408.3384699999999
631,2654,84.22229179191216,8.330720599999996,-114853.33000000002,408.92346
632,2655,84.340063505665,8.342429499999998,-115028.72500000003,409.50845000000004
633,2656,84.45783521941782,8.354138399999997,-115204.12000000005,410.0934399999999
634,2657,84.57560693317065,8.365847299999999,-115379.51500000001,410.67842999999993
635,2658,84.69337864692349,8.377556199999997,-115554.91000000003,411.26342
636,2659,84.81115036067631,8.389265099999996,-115730.30500000005,411.84840999999983
637,2660,84.92892207442914,8.400973999999998,-115905.70000000001,412.4333999999999
638,2661,85.04669378818198,8.412682899999997,-116081.09500000003,413.01838999999995
639,2662,85.16446550193483,8.424391799999999,-116256.49000000005,413.60338
640,2663,85.28223721568763,8.436100699999997,-116431.88500000001,414.18836999999985
641,2664,85.40000892944047,8.447809599999996,-116607.28000000003,414.7733599999999
642,2665,85.51778064319332,8.459518499999998,-116782.67500000005,415.35835
643,2666,85.63555235694615,8.471227399999997,-116958.07,415.94334000000003
644,2667,85.75332407069895,8.482936299999999,-117133.46500000003,416.52832999999987
645,2668,85.87109578445181,8.494645199999997,-117308.86000000004,417.11331999999993
646,2669,85.98886749820464,8.506354099999996,-117484.255,417.69831
647,2670,86.10663921195744,8.518062999999998,-117659.65000000002,418.2832999999998
648,2671,86.2244109257103,8.529771899999997,-117835.04500000004,418.8682899999999
649,2672,86.34218263946313,8.541480799999999,-118010.44,419.45327999999995
650,2673,86.45995435321596,8.553189699999997,-118185.83500000002,420.03827
651,2674,86.57772606696878,8.564898599999996,-118361.23000000004,420.62325999999985
652,2675,86.69549778072161,8.576607499999998,-118536.625,421.2082499999999
653,2676,86.81326949447445,8.588316399999997,-118712.02000000002,421.79323999999997
654,2677,86.93104120822731,8.600025299999999,-118887.41500000004,422.37823000000003
655,2678,87.04881292198012,8.611734199999997,-119062.81000000006,422.96321999999986
656,2679,87.16658463573295,8.623443099999996,-119238.20500000002,423.5482099999999
657,2680,87.28435634948579,8.635151999999998,-119413.60000000003,424.1332
658,2681,87.4021280632386,8.646860899999997,-119588.99500000005,424.7181899999998
659,2682,87.51989977699144,8.658569799999999,-119764.39000000001,425.3031799999999
660,2683,87.63767149074428,8.670278699999997,-119939.78500000003,425.88816999999995
661,2684,87.75544320449713,8.681987599999996,-120115.18000000005,426.47316
662,2685,87.87321491824993,8.693696499999998,-120290.57500000001,427.05814999999984
663,2686,87.99098663200277,8.705405399999997,-120465.97000000003,427.6431399999999
664,2687,88.10875834575562,8.717114299999999,-120641.36500000005,428.22812999999996
665,2688,88.22653005950845,8.728823199999997,-120816.76000000001,428.81312
666,2689,88.34430177326126,8.740532099999996,-120992.15500000003,429.39810999999986
667,2690,88.46207348701411,8.752240999999998,-121167.55000000005,429.9830999999999
668,2691,88.57984520076694,8.763949899999997,-121342.945,430.56809
669,2692,88.69761691451974,8.775658799999999,-121518.34000000003,431.1530799999998
670,2693,88.8153886282726,8.787367699999997,-121693.73500000004,431.7380699999999
671,2694,88.93316034202543,8.799076599999996,-121869.13,432.32305999999994
672,2695,89.05093205577828,8.810785499999998,-122044.52500000002,432.90805
673,2696,89.16870376953109,8.822494399999997,-122219.92000000004,433.49303999999984
674,2697,89.28647548328392,8.834203299999999,-122395.315,434.0780299999999
675,2698,89.40424719703675,8.845912199999997,-122570.71000000002,434.66301999999996
676,2699,89.52201891078961,8.857621099999996,-122746.10500000004,435.24801
677,2700,89.63979062454241,8.869329999999998,-122921.5,435.83299999999986
678,2701,89.75756233829524,8.881038899999997,-123096.89500000002,436.4179899999999
679,2702,89.8753340520481,8.892747799999999,-123272.29000000004,437.00298
680,2703,89.9931057658009,8.904456699999997,-123447.68500000006,437.5879699999998
681,2704,90.11087747955374,8.916165599999996,-123623.08000000002,438.1729599999999
682,2705,90.22864919330658,8.927874499999998,-123798.47500000003,438.75794999999994
683,2706,90.34642090705943,8.939583399999997,-123973.87000000005,439.34294
684,2707,90.46419262081223,8.951292299999999,-124149.26500000001,439.92792999999983
685,2708,90.58196433456507,8.963001199999997,-124324.66000000003,440.5129199999999
686,2709,90.69973604831792,8.974710099999996,-124500.05500000005,441.09790999999996
687,2710,90.81750776207075,8.986418999999998,-124675.45000000001,441.6829
688,2711,90.93527947582356,8.998127899999997,-124850.84500000003,442.26788999999985
689,2712,91.05305118957641,9.009836799999999,-125026.24000000005,442.8528799999999
690,2713,91.17082290332924,9.021545699999997,-125201.63500000001,443.43787
691,2714,91.2885946170821,9.033254599999996,-125377.03000000003,444.02286000000004
692,2715,91.4063663308349,9.044963499999998,-125552.42500000005,444.60784999999987
693,2716,91.52413804458773,9.056672399999997,-125727.82,445.19283999999993
694,2717,91.64190975834057,9.068381299999999,-125903.21500000003,445.77783
695,2718,91.75968147209338,9.080090199999997,-126078.61000000004,446.36281999999983
696,2719,91.87745318584622,9.091799099999996,-126254.005,446.9478099999999
697,2720,91.99522489959905,9.103507999999998,-126429.40000000002,447.53279999999995
698,2721,92.11299661335191,9.115216899999997,-126604.79500000004,448.11779
699,2722,92.23076832710471,9.126925799999999,-126780.19,448.70277999999985
700,2723,92.34854004085756,9.138634699999997,-126955.58500000002,449.2877699999999
701,2724,92.46631175461039,9.150343599999996,-127130.98000000004,449.87275999999997
702,2725,92.58408346836323,9.162052499999998,-127306.375,450.45775000000003
703,2726,92.70185518211603,9.173761399999997,-127481.77000000002,451.04273999999987
704,2727,92.8196268958689,9.185470299999999,-127657.16500000004,451.62772999999993
705,2728,92.93739860962174,9.197179199999997,-127832.56000000006,452.21272
706,2729,93.05517032337453,9.208888099999996,-128007.95500000002,452.7977099999998
707,2730,93.17294203712737,9.220596999999998,-128183.35000000003,453.3826999999999
708,2731,93.29071375088022,9.232305899999997,-128358.74500000005,453.96768999999995
709,2732,93.40848546463305,9.244014799999999,-128534.14000000001,454.55268
710,2733,93.52625717838588,9.255723699999997,-128709.53500000003,455.13766999999984
711,2734,93.6440288921387,9.2674326,-128884.93000000005,455.7226599999999
712,2735,93.76180060589154,9.279141499999994,-129060.32500000001,456.30764999999997
713,2736,93.87957231964438,9.290850399999997,-129235.72000000003,456.89264000000003
714,2737,93.9973440333972,9.302559299999999,-129411.11500000005,457.47762999999986
715,2738,94.11511574715003,9.314268199999994,-129586.51000000001,458.0626199999999
716,2739,94.23288746090289,9.325977099999996,-129761.90500000003,458.64761
717,2740,94.35065917465569,9.337685999999998,-129937.30000000005,459.2325999999998
718,2741,94.46843088840852,9.3493949,-130112.695,459.8175899999999
719,2742,94.58620260216136,9.361103799999995,-130288.09000000003,460.40257999999994
720,2743,94.70397431591421,9.372812699999997,-130463.48500000004,460.98757
721,2744,94.82174602966701,9.3845216,-130638.88,461.57255999999984
722,2745,94.93951774341984,9.396230499999994,-130814.27500000002,462.1575499999999
723,2746,95.0572894571727,9.407939399999997,-130989.67000000004,462.74253999999996
724,2747,95.17506117092553,9.419648299999999,-131165.065,463.32753
725,2748,95.29283288467835,9.431357199999994,-131340.46000000002,463.91251999999986
726,2749,95.41060459843118,9.443066099999996,-131515.85500000004,464.4975099999999
727,2750,95.52837631218402,9.454774999999998,-131691.25,465.0825
728,2751,95.64614802593684,9.4664839,-131866.64500000002,465.6674899999998
729,2752,95.76391973968968,9.478192799999995,-132042.04000000004,466.2524799999999
730,2753,95.88169145344251,9.489901699999997,-132217.43500000006,466.83746999999994
731,2754,95.99946316719536,9.5016106,-132392.83000000002,467.42246
732,2755,96.11723488094816,9.513319499999994,-132568.22500000003,468.00744999999984
733,2756,96.235006594701,9.525028399999997,-132743.62000000005,468.5924399999999
734,2757,96.35277830845384,9.536737299999999,-132919.015,469.17742999999996
